nct_id,text_sha256,split,label,source,labeled_at,assisted,method,panel_outcome
NCT02095899,62324ae0f8e2ba24aa6aa3cff9b286dab6d6b562f0b3164f77d0aef4a8616721,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02100527,2d41edc930abd8b54c299ca50209c3261925d8cb36c2944ce525c3f3e11cc346,dev,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02105116,e2a93a1e1e57784e9a9c81b1bed79a8c5b11714dc8258e340e4306bdfb093d7f,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02129400,7d77eecf39636e50d98548724463c5fe25d6d263f7ebe57e6dfbadd1a85b660a,dev,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02143141,11e99f455cee5190ce41529ac646edc2a798ffa3c6e794dd4b50d8a6ae2fa63a,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02143804,c46adf28f0f2e9935a5959ff4e3574882f3e373d7de2e0afe83ff0e1da8bf915,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02147834,af030bae5a97318a7325c5d59e4a6cf996ab1891e3dfa20303011db79662ccf7,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02153177,20239d6d25fb6c83eae2454af72bcb4fa686a7e9356a3d334b32f016b77694f1,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02154984,eb1e43f59b57b31d1e0fd89df48bdfcbf419314b0c57c07315900ae8e911a5b3,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02170389,abdb2c210b9266e3145c6cdd28f6cc1c9480d6173d75926ecf7aa635bcdb5ced,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02180282,c516ea006f98f1f44b9428582adcdb57f1d0ae0bd38e99ebae3f3e67143eaa8d,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02189889,f1cdfcd64f88d4f5d931a1e1af2d9267916d7dd6f488aa0f36f6760d4bb737e3,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02201524,7a4cdb49fbf0ea6d789bba11c777e503470f19f98a5bffd1babf3c50567b2e67,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02224170,88eb6d5fa1f97aa1442fec14c5fc1899529ccd515fbdb8da087dac04a36915ab,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02265380,c8b32ad3e9e29838334b766590f98beac26f8bd70c1eb5f1959bc32a60bb8c2d,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02301429,7f4784d3eab74bf55fb17abad113290fbc580d4b551380f1c7750eaef888a6c2,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02304705,ae644886fb69f40c882d4132c5f804ee52fc2fd7c518d6437d38e9089d771c8f,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02370628,4b410d2224eb2ad9221cc30f485d7eb42da767c09c9b266d08efe795d96122d5,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02374905,8b7fdb5542ba0c721246d1ed8811fbc8970474472ee56bbd857923fb237012ff,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02377362,f2279a9fc62db3021c7519f3a71754badf84659e025459372501ec27f1ffe6fc,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02387008,337deb75bbc434e431254987e3fa8120e25a586f5a5da92c7ebf2ecd9e44a24f,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02392572,3df43f99e606dc3e01a641f36059aa7b45915dfcc0f0badcd4977eae5ef43054,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,adjudicated
NCT02398318,f61aaa10600e430deb8ac7777cf330f16da74db6b65ea6351a9fa83c2e8e2f9e,dev,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02398604,e677984bb9b540b440e53ab97b67ba9397680ad3e7aca86f67e88be07b33c102,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02406300,d4971ebdb96848b0ceedd7a823c104991e5149c9848332b52395e7d83267bd20,dev,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02408419,8c909ed68c66afff51ba0d16575d0c2f4ee6389373c7d7ed5fb45be27cba8b14,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02414724,1ec59a21e246d8a349788309b9716276cca74fdb182df3a03f5717ad0b39d98c,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02450695,d0ea70c740ef68df9f755faf8ad92c12add6304dde8c827bf7113ae5e7e10286,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02487953,1fb0aaa3de78bcc6ca3517c8f30d0a0b073de2200fde84391f4551ad5d09efa6,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02492997,d11369f1d3a759413965e4bfc7eb188fe3905bde73e7816ac3d96d98799b7ca1,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02532088,0617b5dcc0d3aafbf15fd6bd128deedeab53e1711b0f279525611d0a32406746,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02537561,35d09764a4cbeb56d8e8b917734aafc52b642ec780de7c47fa4848a69b1a9250,dev,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02538471,e417dc8744f4d653acf3c9dfaa5d6b542531d952fa06363694292ad2a7550cc7,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02547142,406cc9b0f59a1a013f3c9e4391e9017c89af0286059a8aa21c4c173d692665c4,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02560740,31cdf90cc44cea1f92e433c1ebcc7be6d86c0291faacb0e08aade39ad648db05,test,safety,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02567279,85f5533c357e4721f0f0248623a4452a35c7d1bb182f94327e50aa445491d1bb,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02616757,f100c4f160ffb53968990374930d231d1315a69fd41969c114243a02fa122bec,dev,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02633800,8a9c4e7265ac0c4ac1f5ee0ea1474416079c01a496e3bceebdc8476502be78e2,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02634905,8f44c6337be7f43647057ee1f9a2817e8686f8ca3480b5527cb2a3cce150ae6e,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02636738,2476911b457fe7d905b572b9cd6d0ecd2c47501088f888e04ddffc475f864878,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02645942,bf9e9ede8d6e2cfec64977442736550958421aea4ccd5f44b4273a73d102ac0e,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02655211,0ce40c200bd88257f720d0c39af061423ec0a741c468e6e20d006050115ba3cb,dev,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02655302,e9353ce7c4d8b002f0995928379555088e6221c4d57898cfdae6cbed5caf087b,dev,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02658123,7085eb6fb6b3d61eba20c40f4b9237786fdf23fc26140f704859c88c2339eea6,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02661659,332edd3e700877c9a27fd5d2b6049a83cddd7f8ad10fdac1594d595e9b9dff47,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02700802,2f40d6773bbba065722f4dc29bf708e06380024d0b56754f02c51674394a126a,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02703272,5a05b5bcb74e446fe95930178bb5492bdba9255d80cd9e04f4a4183d7206beb8,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02709161,d1aef7185aaaa30775957af9a1eb635a169cc5c792539c0c894420dcdf70445b,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02717013,7f721af6a2d51c854994e9dc7076f491bbb6f0caaf5e4d7a92aa92e358147f4f,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02730793,eec7ee61e76a6dac95f8cce2dbdae65a12328a7427efd0ca0968a4250bdad726,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02732925,5cce0e332408104657e4cf3e2c94dd8b4469a7216ac650ef5b5d34e766f6946b,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02736435,0089c9d152df115f8a0d02a437b52512f90284cf2a11608d3fa146199818e6ea,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,majority
NCT02753816,b40027f44dd6c48ff3841914b5fcd7424016e3e915624fd90e91e2f3288aa1af,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02770768,fd10997d6ae7cc30fa422c1ea91b420d8dd7321fda2097f51c6ab37315211236,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02784431,ca9529f8fadf46a32d178105e984fff1f863219554da09bad45986bf7467ef8b,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,majority
NCT02790632,306179b43cf7eb110dd51265f4b2165978ee3aafa86922e61d5153c9bbf16b6a,dev,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02813655,bdf7fcfba05f70ae0bc5f0b88ad0e41ec32022104fe8654bfa3654a69ced4c5c,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02833766,805b16e0bd5f7f0e9796403b3b8b9e60db90b10705706d2e37f92a1ecb7f845a,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,majority
NCT02862574,005cf3b3a9b74f6f6f6318fe52eede6e884478875963efc8c77cfb96c5a5dd2b,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02872363,31bbbad2b64be9c5a19f6c9946ed8469f90c0c10d627502380fb48d26c022be2,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02877966,a5d31b1388e52559faff6224ce45c457f971de113b3e5c12944d3710ec5eea4c,dev,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02885545,3d1e73b865bbae9625ea06eb5b99e5351e046d9bdee7c0e30dbee44fe40d9904,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02909257,cbe56570f65ba6fc3e5eaf13019a3c5abe2d61214211f7ee6000a9c3ed8733af,dev,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02921737,750be04d23956319aaf79cc950739d55889c2cb1dbf74b61cd2e57dd3e39bfa2,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02933684,5d259cd5209e17540dd3bd2929e84a59fec2fb27e570708347ca85c213433304,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02945605,787f86c733182a2d9bb0825fc0053f2cd286940311dc7108be82690dd696e0ce,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02946346,6803be7cd00a82e25769d5fc40039232dd35671eb2c47ba117bfcc989aecd752,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02947100,9ae829e158ce7f143d383996f0a33389453d49274cb81d2a703827336d565e1e,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02964325,5de4108ac59da4d1f56b79f691818b2fde3869fc39c22d654321404038ef277b,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02995642,32e64600656256c755863fcd737d454225d0eff581445b7abb3fd4f3d3fceceb,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT02999633,2fb54039c9eb7f0dfad8bbb7e46a8f21e976af80b9e745a656a739c39cf62787,dev,safety,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03040024,b02580c6ca43a6b3d64425cca1eb8f359dfe77a20cb370dac795eff153b49351,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03041324,a440648bd3bde61304701446c76bc86bdd8fcbac7476d13db189b77edff53c69,dev,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03075878,2aa292399480e3ac6ffb82610c6e4d994c4b8eb07fa9fef28a717ad08359529e,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03083366,ba8861434d9effa4da0f1d63bd14337356ac5867f340b129dbae3a5790736e87,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03085641,52d6a3df107efc960c1716fdc8527e9016254d19567dfd16453246d82f47f970,test,safety,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03113409,cd811cc4ffcf24da86ab90f548c08ac6f47078350ca4c4096497b6707d2e1543,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03120767,0554f42318b1bfe1710c38fa5f3f0a1232a8ed8f2f5991fb4f546e149326abd3,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03126539,0518864b763b479e06ca886d4fb55f941b4605e82d0babbe284e0001fe79b6ca,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03137576,45e3726596b9ba55201465671d781c2f0ed12f3deefc040017a1ada9846676d1,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03158610,0067d6c089a6f73fbab5275530742d98f0bd3e7ae4fc8c044b5c4c49f816a303,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03173859,ef7c20db1bb241524c4321ba73affb6cafa6c72332bf01f40d7639554acd77ee,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03179397,1a9e8805594c2fdc8811b1256c8f07413b240c625699b9ac3b7095ec09aaa2b6,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03184805,8e36f84bdb190b7d64224357f8cd743033df1399b946ed59d8e547a97a32b197,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03190798,f40da3f53b099f3027c0a72ae838dff354f9e189706feaf437c6b14226baa405,dev,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03192514,318f450291e95743987de00c4a2415a140dc02cbfa03e45ff73909454780ee47,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03201445,e13d9f88aa7a80efc4f1c94de0cded604d56c18dcbbead73984702ec7df73adf,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03205046,0a64cf1fb2d848639965d7b878a6ce5ba05700927a84fff72d34fa949dc65094,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03236285,14adc21415299ed5be0f0cfb13ec1898241b55b05f195f297b22af6df30ad168,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03259932,e4c1aca76ad045faa9f27a38aea5b138bdfbf8976441a26ac7db303225b3bbe4,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03270722,e20e9ce4f695eb7aa946d5bec906ffa12f8ed1a5f32774b9b29adaa3a4a0c2b3,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03281369,b8b08ae6e882d55ba25db49b4d5835c83572be5e8d0859271d2eb0c012b3ca0d,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03299387,c9025f1377adc3437a79c51970735a6f5399b7efdf0635fe884624c6fa95dc21,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03300362,8b4966e06a7613bfff1f1d16bcf1cbd6fff8142bc7ee5ba1f1c7e18d3d4986f3,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03301701,9f0863e235282b61b1c62bfdeaecbf8fe9dd1ce53ac24f272e056418cc8ae1ee,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03327519,28caa26bb037cce1fc20a8ca512d2e06597d77bf5300bbff3e9d5b340abcd777,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03338777,4fc55941f9b5444cdb70d3ff246a2199e941ab9fd0af314dea28739735318a6a,test,efficacy,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03342950,0999eea48db9c1bdc2385c8c0370f27d6bc6617c343073b4e894577dbfbcd4b9,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03343600,01bf56ce963efbc897123b252fc0b13ed63e36a358d2380ed37bc5f5b3ea2f0b,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03420222,828552a06c741786a97d627111f951b90a5a057cd545b67a3f1ad815c4cfaa53,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03438851,d10fdfb3a8fbf0afeb74db0021c17f048cb06ef0748d1f0ccdbd6a68e06e7796,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03439046,31fc1efafe86a367a28065404471b6b954eda27625376b57b6fe037154eed74a,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03462004,fa72fe2248ec8fefbb1cb0c01bb2de0aeab2f9b70ffc89209e0b4087c043fe3f,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03468894,f963677473438c74d1f4c455053281b6c009e339e388a8532e04010ff767a947,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03471351,a3e446f4f390bf6b388ea93072937ed3afffb62a9062e1dd214f670acbf9f9ff,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03472183,dacc48cbc8e5b1c6ab90a6b4370b272cf637f1e809673084173f6f67c81c2e41,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03508479,6a867d5caebbfda3ecb43acb0248649924f56c6ec93d841cafb34a9db999e92d,test,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03519178,de3d97fecb943af1eddccb32807dc438bb14384ef7804df75b156e36a1061cf4,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03529162,b8d04e3e04d230fca22c679c6f9fb33a0c2b03b3fc81391553092d2e6c2d9023,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03535584,7812737d3c2ccef82994d4ea30457a198b9f354eed0b0f54cf4c5ca958ea4a48,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03552549,5cb20cdf2639cc729bc5168581d19ea97730cb2b3394ed40c385e5da03109461,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03576547,d7e109671cb577bf0a50e91534ee37afedfe2da9dabafc9e0c132cde37e1777e,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03594045,2488b1765db1cdb0a45291bbb5b0c53cd21bb98f34fafb9ef24aaf62320ae31e,dev,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03642457,c00090ab9282017f09c3f68ff2652730f17dc3da4589dfa8c456a73826083263,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03643562,db504b8a3783f9405c8d45b54d8daa9764233a3d757b592d824e105a45186085,test,safety,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,majority
NCT03646461,9e4e33f04dc734db8090767aaa7257807cd6cce8552c68204f4f0f2e7ff0096e,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03658239,789face0c86aee9db9ee3c1627bb026f93c2588c8e8099e11f00be0b070c4b50,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03661229,87138c8f40b4ff232b21d7a0682653c1d3b0258f1859be5b27109d01eb181157,test,other,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,majority
NCT03669692,2aa65e47677ae79a3d42dcb96179a44aa756880680a25f6b0ef47c934ff4209d,dev,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03670550,69f7ab2db27c7ad410122fbf8293a8ed7c333733afe28b528c88cc77997df788,test,administrative,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03681314,aa8ed5cae7140e4386a38223a40d4875631d077b10b694fa3520ca9bee44ba21,dev,funding,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03692975,d416b43e77617e835f0a30593b4c9065c27f7a9b6530a1392662aabb597dabce,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03705169,f9ef7230965dda7e6e089dda0edb60426f3260c8a42283f2cb58cc8dfaddd37c,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03707236,51fb0847d69dd4745fa4f87489f7b3d90504dcb0e296837e08bd1c6bb4cf892a,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03714880,dd42f5caa95de369f360c37f3224b2dbded111b7145ac0693ccd37b3f8f6cf87,test,accrual,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03736343,a4f1828b31881a213bd9aff08c5fe303630debe102d5a67e2e32877578399a08,test,covid19,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03746431,62a302b4f5a6391ca3d7349fe35bb0e4810c8136301a48e229bc4f2e2fe8175f,dev,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
NCT03751904,dcdda1a7690c0f7d5dc707c84b7fed70d6603a86e8d199b078ae3f4a4ad39dca,test,business,ctgov-api-v2 pulled 2026-09-23,2026-09-23T15:16:41+00:00,false,model-panel-v1,unanimous
